ChIJZZZfWa6ifDURqvfou2W-GSo	유금와당박물관 YooGeum Museum	4.1	109032487601840712660	정구보	4	2008년 5월 16일 개관하였다. 명칭은 건립자인 유창종(柳昌宗)이 자신의 성과 아내인 금기숙(琴基淑)의 성을 따서 지었다. 법조인이자 한국기와학회의 명예회장이기도 한 유창종은 검사로 재직하던 시절부터 옛 기와에 매료되어 기와를 수집하였고, 2001년에는 25년 동안 수집해온 1875점을 국립중앙박물관에 기증하였다.

유금와당박물관에는 유창종이 2001년 이후 한국과 중국, 일본, 태국, 베트남 등지에서 수집한 각국의 기와들과 일본의 이우치 이사오[井內功]의 아들로부터 기증받은 1300여 점 등 총 2700여 점이 전시된다. 이우치 이사오는 1987년 국립중앙박물관에 한국의 기와 1082점을 반환한 인물로, 국립중앙박물관 2층에는 유창종실과 이우치실이 나란히 있다.	2015-12-30T14:51:46.000Z
ChIJZZZfWa6ifDURqvfou2W-GSo	유금와당박물관 YooGeum Museum	4.1	100214951954549545109	Huiying 왕wang	5	정말 좋습니다	2016-03-06T00:49:00.000Z
ChIJZZZfWa6ifDURqvfou2W-GSo	유금와당박물관 YooGeum Museum	4.1	110789325106034453576	안성진	5		2018-07-18T14:38:54.000Z
ChIJZZZfWa6ifDURqvfou2W-GSo	유금와당박물관 YooGeum Museum	4.1	111449331652677809780	Miyoung Kim	5		2018-04-03T13:56:32.000Z
ChIJZZZfWa6ifDURqvfou2W-GSo	유금와당박물관 YooGeum Museum	4.1	110106081485518769728	Kyungsam Kim	4		2017-10-26T06:43:56.000Z
ChIJM8FN8Sa9fDUR8AuT-DOiy0M	Korea Furniture Museum	4.6	114027420752237852429	Jay R	5	Absolutely beautiful and well-organized tour. No pictures allowed, except in one area of a courtyard. You have to remove your shoes during one part of the tour- I'd wear shoes that easily slips on and off. Remember to make a reservation and English tours are not available everyday. Worth it!	2018-05-17T04:52:47.000Z
ChIJM8FN8Sa9fDUR8AuT-DOiy0M	Korea Furniture Museum	4.6	112102175433285597097	Youngjoo Lee	5	It was a great way to learn about the way people lived in Joseon dynasty. The guide was fantastic, but we wished the guided tour was a little bit longer - it was only an hour and we felt rushed.	2018-07-02T04:07:33.000Z
ChIJM8FN8Sa9fDUR8AuT-DOiy0M	Korea Furniture Museum	4.6	117176394524671750197	Sera Kim	5	It was a great experience at the museum. We walked around with a tour guide and about 20 people total. The guide was very through with her descriptions and the place was very well maintained. The guide also took great pictures of my group during the photo opportunity.	2018-03-20T13:04:33.000Z
ChIJM8FN8Sa9fDUR8AuT-DOiy0M	Korea Furniture Museum	4.6	112179753882168743376	Jon Edwards	5	Beautiful museum with a great collection. The tour is excellent and very informative. The price is a bit high, though, compared to the prices of other museums in the city.	2018-03-25T13:31:23.000Z
ChIJM8FN8Sa9fDUR8AuT-DOiy0M	Korea Furniture Museum	4.6	114916667707788080916	Soyoung Lee	4	Worth to take a tour. Only problem is to get there and no f&b service for tour guest.	2018-08-05T09:41:32.000Z
ChIJu1GBQOBhezURnY8SUzkcbKI	구로공단	4.0	104123728168312066008	원정훈	3	추억의 장소	2017-11-19T08:54:56.000Z
ChIJu1GBQOBhezURnY8SUzkcbKI	구로공단	4.0	112860055462453080730	이한영	5	구로 공단 거래처 방문	2018-05-05T11:09:07.000Z
ChIJJ1mrL91hezUR8HVXf4J_sOs	Seoul Art Space Geumcheon	4.4	105860151331580574933	Faithy Leong	5	Checked out this year's Da Vinci Creative. What a great exhibition with many visually inventive installations!	2017-11-07T04:26:18.000Z
ChIJJ1mrL91hezUR8HVXf4J_sOs	Seoul Art Space Geumcheon	4.4	112929620227523184775	anni garza	4	Great art residency	2017-11-21T10:25:03.000Z
ChIJJ1mrL91hezUR8HVXf4J_sOs	Seoul Art Space Geumcheon	4.4	101835565598990001043	썬도그	3	예술하는 인공섬 	2016-05-15T07:41:13.000Z
ChIJJ1mrL91hezUR8HVXf4J_sOs	Seoul Art Space Geumcheon	4.4	100746130057552824415	Bereket Alemayehu	5		2018-02-02T23:16:58.000Z
ChIJJ1mrL91hezUR8HVXf4J_sOs	Seoul Art Space Geumcheon	4.4	107665675896730237663	Micah Elizabeth Scott	5		2014-08-29T17:21:58.000Z
ChIJXSwnzyyhfDURsl0gnxjJI44	Yangjae Flower Market	4.2	102734314818732681959	Stella Kim	5	The best selections, choices n most of all, price with friendly n helpful shopkeepers	2018-07-16T05:12:43.000Z
ChIJXSwnzyyhfDURsl0gnxjJI44	Yangjae Flower Market	4.2	108156732980472655256	amir kamandi	4	The price of flowers are crazy good but you have to clean your flower by yourself and to be honest it was very hard for me 😂 the price of plant was not that good I think	2018-08-22T00:29:36.000Z
ChIJXSwnzyyhfDURsl0gnxjJI44	Yangjae Flower Market	4.2	104873301908544373430	Vicky Elliott	5	It's the main market for flowers and plants. Looks and smells amazing. There are a lot of purple orchid shops. Prices are very reasonable.	2018-02-23T23:28:45.000Z
ChIJXSwnzyyhfDURsl0gnxjJI44	Yangjae Flower Market	4.2	108745191224086726590	Sana Hyon	4	It is one of the best place to buy flower , gardening stuff and pot	2018-04-05T22:07:24.000Z
ChIJXSwnzyyhfDURsl0gnxjJI44	Yangjae Flower Market	4.2	100404593177040541932	Henry Kim	5	Perfect place to buy a variety of flowers. The prices also range greatly, from small 3,000 won plants to expensive ones over 200,000 won. There's much to see, and very vibrant.	2017-06-28T06:00:46.000Z
ChIJgYacq4yjfDURj5kVZ1FTzXE	관세박물관	4.0	109032487601840712660	정구보	4	관세청 개청 30주년을 기념하여 2000년 8월 27일 서울세관 본부에 설치된 관세관련 특수박물관이다. 관세는 수출입 물품에 대하여 부과되는 세금으로 우리 나라에서는 1878년 부산에 두모진 해관이 생기면서 근대적 관세업무가 시작되어, 오늘날에는 관세청 본청 외에 전국의 28개 세관과 14개 출장소 등에서 통관·심사 및 조사와 감시업무를 수행하고 있다. 

박물관에는 수집된 1만1천여 점의 관세관련 유물 및 사료 중 1,500여 점을 상설 전시하고 있으며 관세청 및 세관의 활동 등을 영상물에 담아 상영하는 홍보실도 운영하고 있다. 전시장은 환영의 장, 역사의 장, 이해의 장, 정보의 장, 국제의 장으로 구성되어 있다.	2015-12-30T14:27:42.000Z
ChIJgYacq4yjfDURj5kVZ1FTzXE	관세박물관	4.0	117374920335294973117	Jung Youp Kim	4		2017-10-04T14:16:20.000Z
ChIJgYacq4yjfDURj5kVZ1FTzXE	관세박물관	4.0	102454822685959195770	노원튜브	4		2017-02-05T10:32:29.000Z
ChIJ04haXLGffDUR83MG6wf0x9w	보라매안전체험관	4.6	111343451185097477982	Peter Baker	3	Interesting	2018-01-11T11:08:31.000Z
ChIJ04haXLGffDUR83MG6wf0x9w	보라매안전체험관	4.6	116531395697722816547	Vincent Lee	5	시민의 안전 의식 고취에 꼭 필요한곳입니다.
콘텐츠도 아주 훌륭합니다.
유익합니다. 꼭 가보시길....	2018-08-27T02:45:27.000Z
ChIJ04haXLGffDUR83MG6wf0x9w	보라매안전체험관	4.6	104410661328127630805	minhwa lee	5	보라매공원 안에 있어서 찾기도 쉽고 여러가지 재난 상황도 직접 체험 할 수 있어서 아주 좋았습니다!!
전 회사에서 간거라 비용이나 이런 건 잘 모르겠지만 일반인이나 학생들도 체험할 수 있으면 좋을 것 같아요!!	2018-08-09T11:44:49.000Z
ChIJ04haXLGffDUR83MG6wf0x9w	보라매안전체험관	4.6	117327484160115030984	이혜정	3	심폐소생술과 재난대비&간접체험이 큰도움이 된곳 가능하면 다시방문.	2018-08-28T18:59:12.000Z
ChIJ04haXLGffDUR83MG6wf0x9w	보라매안전체험관	4.6	104386781136550348877	Haoyan Liou	5	지은지 5년이상 되었다는데 여전히 신축스러운 건물 내부, 생각보다 프로그램도 괜찮고 어린이와 함께 가면 더 좋은 경험이 될것같다	2018-05-19T18:49:48.000Z
ChIJ36PtMeihfDUR4dGliT_22Ug	조선일보 뉴지엄	4.4	107993130254275022764	[고민 풀어드림]순옹	5	저는 앵커가 되보았는데요! 재믹도 하고 힘든점도 알 수 있어서 좋아욯ㅎ	2018-01-23T11:44:08.000Z
ChIJ36PtMeihfDUR4dGliT_22Ug	조선일보 뉴지엄	4.4	114675460722387903198	박재성	4	아이들 체험 다채롭고 좋습니다	2018-01-09T02:37:29.000Z
ChIJ36PtMeihfDUR4dGliT_22Ug	조선일보 뉴지엄	4.4	112442673834107021792	Bogeun Choi	5	2013년 3월 개관. 국내 유일 신문방송 종합 미디어체험관.	2013-12-23T09:31:24.000Z
ChIJ36PtMeihfDUR4dGliT_22Ug	조선일보 뉴지엄	4.4	104170706531150876377	이주희	5		2018-07-28T07:40:08.000Z
ChIJ36PtMeihfDUR4dGliT_22Ug	조선일보 뉴지엄	4.4	107677669357757682172	유동익	5		2018-07-08T11:26:27.000Z
ChIJN2YSAj6ZfDURgVbLv3afUAQ	Oil Tank Culture Park	4.1	101318605120730413700	Lin K	3	Looks interesting, but there's not much to do here. If you just want to walk around, it's okay...	2018-07-23T01:10:02.000Z
ChIJN2YSAj6ZfDURgVbLv3afUAQ	Oil Tank Culture Park	4.1	100207046073290724648	Young-Jay Paik	4	It is very well designed space but unfortunately the contents curation is very weak. It seems to show the city administration's lack of understanding about how to utilize the public space. With great contents, this space could add much more value to the city. Hope that happens some time in the future...	2018-05-01T05:31:58.000Z
ChIJN2YSAj6ZfDURgVbLv3afUAQ	Oil Tank Culture Park	4.1	113400994624279935203	Kandi Wah	5	A well established park to know the history of these oil tanks and the introduction board contains a few different languages including English. The oil industrial area and 6 tanks have been transformed to different exhibition hall. It is a park that you don't want to miss if you are coming for NON shopping trip.	2018-03-10T06:11:00.000Z
ChIJN2YSAj6ZfDURgVbLv3afUAQ	Oil Tank Culture Park	4.1	101595455009382665072	Simeon Tolar	4	Smaller night market so not as crowded which was nice and excellent food trucks if a bit limited	2018-05-19T11:18:50.000Z
ChIJN2YSAj6ZfDURgVbLv3afUAQ	Oil Tank Culture Park	4.1	116831128239816910773	Inesa Purnama Sari	5	Abandoned oil tank site turns into art and culture park? How cool is that!	2018-04-02T01:41:02.000Z
ChIJCYoU4nnHwoARYpjYujZhsAI	YTN LA Bureau	1.0	109003992921249617938	Andre Stinson	1		2016-02-14T04:36:44.000Z
ChIJR1ObrvuifDURFgTdprZtOOU	tbs 교통방송	4.3	115560867059216085206	JEFF NA	5	최고의 라디오	2018-06-03T09:19:31.000Z
ChIJR1ObrvuifDURFgTdprZtOOU	tbs 교통방송	4.3	100660086600066656973	서범석	5	남산 옆에 있어서 좋아요	2016-02-25T14:26:41.000Z
ChIJR1ObrvuifDURFgTdprZtOOU	tbs 교통방송	4.3	108270724740893322792	강준기	4	항상 유용한 정보를 제공하는 방송	2016-02-17T01:29:23.000Z
ChIJR1ObrvuifDURFgTdprZtOOU	tbs 교통방송	4.3	118139390908516024856	Jess K	2	이사했음 상암동으로	2017-07-20T02:27:30.000Z
ChIJR1ObrvuifDURFgTdprZtOOU	tbs 교통방송	4.3	109085048041581895941	전현석	5	1910년 4월 완공	2017-01-16T11:32:59.000Z
ChIJEdWqAMukfDURZVTuV2GPQdI	장안평자동차산업종합정보센터	5.0	102644643506615025652	남성유병서	5	자동차산업정보
교육시설이 잘되어있고
훌륭한 강사님들의 
열정적인 강의가
인상적이며 하나라도 
더 배울려는 수강생들의
자세에 감동적이었읍니다	2018-07-15T00:57:58.000Z
ChIJEdWqAMukfDURZVTuV2GPQdI	장안평자동차산업종합정보센터	5.0	114505061477989642194	y오몽	5	학교에서 진로체험으로 갔는데 좋았내요^^	2018-05-25T07:32:47.000Z
ChIJEdWqAMukfDURZVTuV2GPQdI	장안평자동차산업종합정보센터	5.0	110963132019520488017	이재호	5		2018-07-15T16:18:19.000Z
ChIJEdWqAMukfDURZVTuV2GPQdI	장안평자동차산업종합정보센터	5.0	114990059152454045678	김다정	5		2018-04-29T05:14:19.000Z
ChIJh_nKg5akfDURPaa4SnLTplE	Seong-su Station	2.7	103735584819233968440	T J	1	Le gars qui s'occupe de l'haut parleur dans la gare pour signaler un changement de train de dernière minute devrait se calmer avant de s'énerver en gueulant ou alors répéter distinctement et en anglais si possible. Même les coréens à côté de moi non rien compris...	2018-07-20T23:59:10.000Z
ChIJh_nKg5akfDURPaa4SnLTplE	Seong-su Station	2.7	109503682693212178272	ᄀᄂᄂ	3	뭐 별거 없는 전철역	2018-07-17T07:53:05.000Z
ChIJh_nKg5akfDURPaa4SnLTplE	Seong-su Station	2.7	103322286022808983416	Jy98281454장	3		2018-08-04T01:19:23.000Z
ChIJh_nKg5akfDURPaa4SnLTplE	Seong-su Station	2.7	101925621508781522235	송승목	4		2018-07-25T00:31:39.000Z
ChIJh_nKg5akfDURPaa4SnLTplE	Seong-su Station	2.7	100484263958490450296	J TM	3		2018-07-06T11:57:50.000Z
ChIJ48FKL6mkfDUR1Vjx4HGAOG8	성동4차산업혁명체험센터	4.0	107534287511199840645	Taeyoun Hwang	4	재밌고 알찬 프로그램들이 많고 강사분들도 좋으세요.
다만 프로그램 예약이 어려워요. 프로그램이 좀 더 개설되고 유료여도 좋으니 상시 수강할 수 있는 프로그램이 더 생기면 좋겠어요. 
어쨌든 새로운 것들을 배울 수 있는 좋은 곳이에요.

They offer great programs and the istructors are so nice.
But booking the class is so hard. 
I hope that they can offer more regular programs whether it is free or not.
Anyway it is a good place to learn new things.	2018-04-04T13:13:47.000Z
ChIJ48FKL6mkfDUR1Vjx4HGAOG8	성동4차산업혁명체험센터	4.0	109244595117424979806	김청만	4		2018-08-08T10:38:12.000Z
ChIJvbFz8LakfDURSX8D-Wccadc	서울새활용플라자	4.2	106718083634364198243	Jerry Lee	4	New and awesome	2018-06-23T09:03:39.000Z
ChIJvbFz8LakfDURSX8D-Wccadc	서울새활용플라자	4.2	109556445956798094007	MINSEOK KIM	5	Fun	2018-07-03T09:33:41.000Z
ChIJvbFz8LakfDURSX8D-Wccadc	서울새활용플라자	4.2	106570428183006510188	Jason Lee	2	아이들 교육에 좋을듯. 건물 깔끔.
배터리뉴는 절대 가지 마시길. 검사비도 무조건 받고 수리 못 하는 경우도 있고 최악임.	2018-07-26T03:09:17.000Z
ChIJvbFz8LakfDURSX8D-Wccadc	서울새활용플라자	4.2	111723022039827881274	Ziesook You	4	전시실.공방.카페
공방에서 여러가지 체험 가능하고
카페가 전망도 좋고 가격도 굿	2018-07-29T14:09:27.000Z
ChIJvbFz8LakfDURSX8D-Wccadc	서울새활용플라자	4.2	112038311579983152819	Futaba Tsuchida	3	ここをどう見るかは人によって変わるかな。リサイクルをより超えたアップサイクルの考え方はいいですが、結果的にリサイクル止まり。週末にはフリーマーケットや作家の講演会などが行われ人も訪れますが、まだ知名度がないのと、アクセスの不便なところにあるので、住民が利用する施設には思えませんでした。今のままでは、リサイクル、というより大きなゴミを作っているようなものでしょう‥	2018-08-22T03:12:11.000Z
